#Organism/Name,BioProject,Group,SubGroup,Size (Mb),GC%,Chromosomes/RefSeq,Chromosomes/INSDC,Plasmids/RefSeq,Plasmids/INSDC,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Status
Dyadobacter fermentans DSM 18053,PRJNA59049,Bacteroidetes/Chlorobi group,Bacteroidetes,6.96779,51.5,NC_013037.1,CP001619.1,-,-,-,1,5855,5719,7/31/2009,1/28/2014,Complete
Pseudomonas aeruginosa RP73,PRJNA209328,Proteobacteria,Gammaproteobacteria,6.34203,66.5,NC_021577.1,CP006245.1,-,-,-,1,5864,5762,6/24/2013,8/7/2013,Complete
Klebsiella pneumoniae subsp. pneumoniae HS11286,PRJNA84387,Proteobacteria,Gammaproteobacteria,5.68232,57.1373,NC_016845.1,CP003200.1,"NC_016838.1,NC_016839.1,NC_016841.1,NC_016847.1,NC_016840.1,NC_016846.1","CP003223.1,CP003225.1,CP003228.1,CP003227.1,CP003226.1,CP003224.1",-,7,5867,5779,12/21/2011,1/30/2014,Complete
Klebsiella pneumoniae subsp. pneumoniae Kp13,PRJNA78291,Proteobacteria,Gammaproteobacteria,5.73989,56.8079,-,CP003999.1,-,"CP003998.1,CP003997.1,CP003994.1,CP004000.1,CP003995.1,CP003996.1",-,7,5868,5736,12/30/2013,12/30/2013,Complete
Pseudomonas aeruginosa PA1,PRJNA228931,Proteobacteria,Gammaproteobacteria,6.52888,66.3,NC_022808.1,CP004054.1,-,-,-,1,5876,5799,11/12/2013,1/30/2014,Complete
Bacillus cereus NC7401,PRJNA82815,Firmicutes,Bacilli,5.55203,35.5372,NC_016771.1,AP007209.1,"NC_016793.1,NC_016772.1,NC_016774.1,NC_016773.1,NC_016792.1","AP007213.1,AP007211.1,AP007214.1,AP007212.1,AP007210.1",-,6,5900,5754,11/29/2011,6/8/2013,Complete
Rhodococcus erythropolis CCM2595,PRJNA216088,Actinobacteria,Actinobacteria,6.37142,62.5,NC_022115.1,CP003761.1,NC_022125.1,CP003762.1,-,2,5900,5828,8/22/2013,8/22/2013,Complete
Burkholderia cepacia GG4,PRJNA173858,Proteobacteria,Betaproteobacteria,6.46732,66.7142,"NC_018514.1,NC_018513.1","CP003775.1,CP003774.1",-,-,-,2,5903,5825,8/27/2012,6/11/2013,Complete
Pseudomonas aeruginosa B136-33,PRJNA196598,Proteobacteria,Gammaproteobacteria,6.42101,66.4,NC_020912.1,CP004061.1,-,-,-,1,5904,5828,4/9/2013,6/11/2013,Complete
Escherichia coli O145:H28 str. RM13514,PRJNA178648,Proteobacteria,Gammaproteobacteria,5.73729,50.6743,-,CP006027.1,-,"CP006029.1,CP006028.1",-,3,5905,5776,1/14/2014,1/14/2014,Complete
Klebsiella pneumoniae subsp. rhinoscleromatis SB3432,PRJNA203334,Proteobacteria,Gammaproteobacteria,5.38445,57.105,NC_021232.1,FO203501.1,NC_021231.1,FO203500.1,-,-,5913,5265,5/15/2013,11/6/2013,Complete
Bacillus anthracis str. H9401,PRJNA162021,Firmicutes,Bacilli,5.49547,35.2644,NC_017729.1,CP002091.1,"NC_017726.1,NC_017727.1","CP002092.1,CP002093.1",-,3,5917,5791,4/17/2012,6/8/2013,Complete
Sphingomonas sanxanigenens DSM 19645 = NX02,PRJNA213647,Proteobacteria,Alphaproteobacteria,6.2059,66.8,-,CP006644.1,-,-,-,1,5924,5855,12/30/2013,12/30/2013,Complete
Burkholderia mallei NCTC 10247,PRJNA58385,Proteobacteria,Betaproteobacteria,5.84838,68.5218,"NC_009080.1,NC_009079.1","CP000548.1,CP000547.1",-,-,-,2,5925,5415,2/27/2007,6/10/2013,Complete
Mycobacterium kansasii ATCC 12478,PRJNA55385,Actinobacteria,Actinobacteria,6.57723,66.1912,NC_022663.1,CP006835.1,NC_022654.1,CP006836.1,-,2,5928,5866,11/1/2013,11/8/2013,Complete
Escherichia coli O111:H- str. 11128,PRJNA41023,Proteobacteria,Gammaproteobacteria,5.76608,50.4216,NC_013364.1,AP010960.1,"NC_013366.1,NC_013370.1,NC_013367.1,NC_013365.1,NC_013368.1","AP010963.1,AP010962.1,AP010964.1,AP010961.1,AP010965.1",-,6,5931,5403,9/10/2009,6/8/2013,Complete
Bacillus thuringiensis serovar finitimus YBT-020,PRJNA158875,Firmicutes,Bacilli,5.68238,35.3815,NC_017200.1,CP002508.1,"NC_017199.1,NC_017201.1","CP002510.1,CP002509.1",-,3,5931,5782,2/28/2011,1/30/2014,Complete
Klebsiella pneumoniae 342,PRJNA59145,Proteobacteria,Gammaproteobacteria,5.92026,56.884,NC_011283.1,CP000964.1,"NC_011281.1,NC_011282.1","CP000966.1,CP000965.1",-,3,5934,5766,9/24/2008,6/7/2013,Complete
Burkholderia pseudomallei K96243,PRJNA57733,Proteobacteria,Betaproteobacteria,7.24755,68.0502,"NC_006351.1,NC_006350.1","BX571966.1,BX571965.1",-,-,-,2,5935,5727,9/16/2004,7/22/2013,Complete
Streptomyces albus J1074,PRJNA196849,Actinobacteria,Actinobacteria,6.84165,73.3,NC_020990.1,CP004370.1,-,-,-,1,5937,5832,4/9/2013,1/30/2014,Complete
Clostridium saccharoperbutylacetonicum N1-4(HMT),PRJNA189747,Firmicutes,Clostridia,6.66645,29.498,NC_020291.1,CP004121.1,NC_020292.1,CP004122.1,-,2,5937,5821,2/19/2013,1/30/2014,Complete
Pseudomonas aeruginosa YL84,PRJNA234476,Proteobacteria,Gammaproteobacteria,6.43344,66.4,-,CP007147.1,-,-,-,1,5938,5821,1/30/2014,1/30/2014,Complete
Cyanothece sp. PCC 7424,PRJNA59025,Cyanobacteria,Oscillatoriophycideae,6.55417,38.5033,NC_011729.1,CP001291.1,"NC_011737.1,NC_011732.1,NC_011738.1,NC_011733.1,NC_011730.1,NC_011734.1","CP001293.1,CP001295.1,CP001292.1,CP001296.1,CP001294.1,CP001297.1",-,7,5942,5710,12/17/2008,12/11/2013,Complete
Bacillus cereus AH820,PRJNA58751,Firmicutes,Bacilli,5.58883,35.3086,NC_011773.1,CP001283.1,"NC_011776.1,NC_011771.1,NC_011777.1","CP001284.1,CP001286.1,CP001285.1",-,4,5949,5810,12/19/2008,6/7/2013,Complete
Pseudomonas aeruginosa DK2,PRJNA168996,Proteobacteria,Gammaproteobacteria,6.40266,66.3,NC_018080.1,CP003149.1,-,-,-,1,5959,5883,6/20/2012,8/28/2013,Complete
Bacillus cereus AH187,PRJNA58753,Firmicutes,Bacilli,5.59986,35.5213,NC_011658.1,CP001177.1,"NC_011654.1,NC_011656.1,NC_011655.1,NC_011657.1","CP001178.1,CP001180.1,CP001179.1,CP001181.1",-,5,5961,5783,12/10/2008,6/7/2013,Complete
Pseudomonas resinovorans NBRC 106553,PRJNA208671,Proteobacteria,Gammaproteobacteria,6.48483,65.3177,NC_021499.1,AP013068.1,NC_021506.1,AP013069.1,-,2,5961,5875,6/12/2013,8/10/2013,Complete
Pseudomonas fluorescens F113,PRJNA87037,Proteobacteria,Gammaproteobacteria,6.84583,60.8,NC_016830.1,CP003150.1,-,-,-,1,5962,5862,12/9/2011,7/6/2013,Complete
Pseudomonas aeruginosa UCBPP-PA14,PRJNA57977,Proteobacteria,Gammaproteobacteria,6.53765,66.3,NC_008463.1,CP000438.1,-,-,-,1,5977,5892,10/6/2006,6/10/2013,Complete
Bacillus weihenstephanensis KBAB4,PRJNA58315,Firmicutes,Bacilli,5.87274,35.5202,NC_010184.1,CP000903.1,"NC_010182.1,NC_010183.1,NC_010180.1,NC_010181.1","CP000906.1,CP000907.1,CP000904.1,CP000905.1",-,5,5983,5653,12/21/2007,12/11/2013,Complete
Escherichia coli O26:H11 str. 11368,PRJNA41021,Proteobacteria,Gammaproteobacteria,5.85553,50.664,NC_013361.1,AP010953.1,"NC_014543.1,NC_013369.1,NC_013362.1,NC_013363.1","AP010957.1,AP010954.1,AP010955.1,AP010956.1",-,5,5985,5515,9/10/2009,6/8/2013,Complete
Nocardia farcinica IFM 10152,PRJNA58203,Actinobacteria,Actinobacteria,6.29234,70.6615,NC_006361.1,AP006618.1,"NC_006363.1,NC_006362.1","AP006620.1,AP006619.1",-,3,5998,5934,10/9/2004,5/23/2013,Complete
Bacillus cereus G9842,PRJNA58759,Firmicutes,Bacilli,5.73682,35.0479,NC_011772.1,CP001186.1,"NC_011774.1,NC_011775.1","CP001188.1,CP001187.1",-,3,6001,5857,12/19/2008,6/7/2013,Complete
Conexibacter woesei DSM 14684,PRJNA43467,Actinobacteria,Actinobacteria,6.35937,72.7,NC_013739.1,CP001854.1,-,-,-,1,6001,5914,1/15/2010,12/11/2013,Complete
Pantoea sp. At-9b,PRJNA55845,Proteobacteria,Gammaproteobacteria,6.31278,54.3247,NC_014837.1,CP002433.1,"NC_014839.1,NC_014840.1,NC_014842.1,NC_014838.1,NC_014841.1","CP002435.1,CP002436.1,CP002438.1,CP002434.1,CP002437.1",-,6,6008,5770,1/4/2011,6/8/2013,Complete
Bacillus cereus ATCC 10987,PRJNA57673,Firmicutes,Bacilli,5.43265,35.5156,NC_003909.8,AE017194.1,NC_005707.1,AE017195.1,-,2,6014,5844,4/10/2002,6/10/2013,Complete
Runella slithyformis DSM 19594,PRJNA68317,Bacteroidetes/Chlorobi group,Bacteroidetes,6.91973,46.4335,NC_015703.1,CP002859.1,"NC_015705.1,NC_015693.1,NC_015695.1,NC_015694.1,NC_015704.1","CP002863.1,CP002860.1,CP002864.1,CP002862.1,CP002861.1",-,6,6023,5774,6/17/2011,7/17/2013,Complete
Methylobacterium extorquens DM4,PRJNA61617,Proteobacteria,Alphaproteobacteria,6.12385,68.0076,NC_012988.1,FP103042.2,"NC_012987.1,NC_012989.1","FP103043.1,FP103044.1",-,3,6029,5735,7/17/2009,6/8/2013,Complete
Delftia sp. Cs1-4,PRJNA67319,Proteobacteria,Betaproteobacteria,6.68584,66.7,NC_015563.1,CP002735.1,-,-,-,1,6029,5861,5/23/2011,7/6/2013,Complete
Chroococcidiopsis thermalis PCC 7203,PRJNA183002,Cyanobacteria,Pleurocapsales,6.6894,44.4387,NC_019695.1,CP003597.1,"NC_019699.1,NC_019696.1","CP003598.1,CP003599.1",-,3,6033,5752,12/5/2012,7/22/2013,Complete
Bacillus anthracis str. CDC 684,PRJNA59303,Firmicutes,Bacilli,5.50676,35.2646,NC_012581.1,CP001215.1,"NC_012577.1,NC_012579.1","CP001214.1,CP001216.1",-,3,6042,5902,4/20/2009,6/8/2013,Complete
Bacillus anthracis str. A0248,PRJNA59385,Firmicutes,Bacilli,5.50393,35.2629,NC_012659.1,CP001598.1,"NC_012656.1,NC_012655.1","CP001599.1,CP001597.1",-,3,6043,5292,5/1/2009,6/8/2013,Complete
Bacillus anthracis str. A16R,PRJNA40353,Firmicutes,Bacilli,5.40945,35.3026,-,CP001974.1,-,CP001975.1,-,2,6046,5920,1/3/2014,1/3/2014,Complete
Burkholderia pseudomallei MSHR146,PRJNA178671,Proteobacteria,Betaproteobacteria,7.3131,68.0219,-,"CP004043.1,CP004042.1",-,-,-,2,6052,5963,1/22/2014,1/22/2014,Complete
Burkholderia pseudomallei MSHR511,PRJNA178674,Proteobacteria,Betaproteobacteria,7.31609,68.022,-,"CP004024.1,CP004023.1",-,-,-,2,6052,5964,1/16/2014,1/16/2014,Complete
Burkholderia pseudomallei NAU20B-16,PRJNA178676,Proteobacteria,Betaproteobacteria,7.31385,68.0219,-,"CP004004.1,CP004003.1",-,-,-,2,6060,5969,12/26/2013,12/26/2013,Complete
Pseudomonas aeruginosa LESB58,PRJNA59275,Proteobacteria,Gammaproteobacteria,6.60176,66.3,NC_011770.1,FM209186.1,-,-,-,1,6061,5925,12/24/2008,6/10/2013,Complete
Cupriavidus taiwanensis LMG 19424,PRJNA61615,Proteobacteria,Betaproteobacteria,6.47652,66.9835,"NC_010530.1,NC_010528.1","CU633750.1,CU633749.1",NC_010529.1,CU633751.1,-,3,6064,5896,3/26/2008,6/10/2013,Complete
Escherichia coli O157:H7 str. EC4115,PRJNA59091,Proteobacteria,Gammaproteobacteria,5.70417,50.386,NC_011353.1,CP001164.1,"NC_011350.1,NC_011351.1","CP001163.1,CP001165.1",-,3,6066,5477,10/8/2008,6/7/2013,Complete
Mycobacterium chubuense NBB4,PRJNA168322,Actinobacteria,Actinobacteria,6.34262,68.3003,NC_018027.1,CP003053.1,"NC_018022.1,NC_018023.1","CP003054.1,CP003055.1",-,3,6068,5843,6/12/2012,7/22/2013,Complete
Verrucosispora maris AB-18-032,PRJNA66297,Actinobacteria,Actinobacteria,6.73227,70.8948,NC_015434.1,CP002638.1,NC_015409.1,CP002639.1,-,2,6069,6009,4/13/2011,1/30/2014,Complete
Mesorhizobium australicum WSM2073,PRJNA75101,Proteobacteria,Alphaproteobacteria,6.20053,62.8,NC_019973.1,CP003358.1,-,-,-,1,6075,5792,12/28/2012,7/17/2013,Complete
Mycobacterium sp. KMS,PRJNA58491,Actinobacteria,Actinobacteria,6.25608,68.1928,NC_008705.1,CP000518.1,"NC_008703.1,NC_008704.1","CP000519.1,CP000520.1",-,3,6079,5975,12/20/2006,1/28/2014,Complete
Variovorax paradoxus EPS,PRJNA62107,Proteobacteria,Betaproteobacteria,6.55006,66.5,NC_014931.1,CP002417.1,-,-,-,1,6087,5952,12/29/2010,12/31/2013,Complete
Pseudomonas aeruginosa LES431,PRJNA232245,Proteobacteria,Gammaproteobacteria,6.55007,66.3,NC_023066.1,CP006937.1,-,-,-,1,6091,5964,12/17/2013,12/19/2013,Complete
Rhizobium etli CFN 42,PRJNA58377,Proteobacteria,Alphaproteobacteria,6.53023,61.0458,NC_007761.1,CP000133.1,"NC_007765.1,NC_007763.1,NC_007762.1,NC_007764.1,NC_004041.2,NC_007766.1","CP000137.1,CP000135.1,CP000134.1,CP000136.1,U80928.5,CP000138.1",-,7,6093,5963,8/20/1997,1/30/2014,Complete
Bacillus anthracis str. A16,PRJNA40303,Firmicutes,Bacilli,5.5045,35.2629,-,CP001970.1,-,"CP001972.1,CP001971.1",-,3,6099,5973,1/3/2014,1/3/2014,Complete
Oscillatoria acuminata PCC 6304,PRJNA183003,Cyanobacteria,Oscillatoriophycideae,7.80427,47.611,NC_019693.1,CP003607.1,"NC_019700.1,NC_019694.1","CP003608.1,CP003609.1",-,3,6100,5796,12/5/2012,7/22/2013,Complete
Pseudomonas fluorescens SBW25,PRJNA158693,Proteobacteria,Gammaproteobacteria,6.72254,60.5,NC_012660.1,AM181176.4,-,-,-,1,6106,5921,1/9/2008,6/10/2013,Complete
Brevibacillus brevis NBRC 100599,PRJNA59175,Firmicutes,Bacilli,6.29644,47.3,NC_012491.1,AP008955.1,-,-,-,1,6121,5947,4/1/2009,6/10/2013,Complete
Mycobacterium vanbaalenii PYR-1,PRJNA58463,Actinobacteria,Actinobacteria,6.49186,67.8,NC_008726.1,CP000511.1,-,-,-,1,6136,5979,12/27/2006,1/28/2014,Complete
Opitutaceae bacterium TAV5,PRJNA63271,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,7.41767,63.4762,-,CP007053.1,-,CP007054.1,-,2,6136,6071,1/13/2014,1/13/2014,Complete
Burkholderia sp. KJ006,PRJNA165871,Proteobacteria,Betaproteobacteria,6.62991,67.1891,"NC_017921.1,NC_017922.1,NC_017920.1","CP003515.1,CP003516.1,CP003514.1",NC_017923.1,CP003517.1,-,4,6143,6024,5/14/2012,6/8/2013,Complete
Achromobacter xylosoxidans NBRC 15126 = ATCC 27061,PRJNA232243,Proteobacteria,Betaproteobacteria,6.68358,67.5,NC_023061.1,CP006958.1,-,-,-,1,6146,6065,12/16/2013,12/19/2013,Complete
Delftia acidovorans SPH-1,PRJNA58703,Proteobacteria,Betaproteobacteria,6.76751,66.5,NC_010002.1,CP000884.1,-,-,-,1,6153,6040,11/16/2007,12/11/2013,Complete
Burkholderia sp. CCGE1001,PRJNA42975,Proteobacteria,Betaproteobacteria,6.83375,63.6189,"NC_015136.1,NC_015137.1","CP002519.1,CP002520.1",-,-,-,2,6158,5965,2/14/2011,7/6/2013,Complete
Burkholderia pseudomallei NCTC 13179,PRJNA226109,Proteobacteria,Betaproteobacteria,7.33716,67.991,"NC_022658.1,NC_022659.1","CP003977.1,CP003976.1",-,-,-,2,6159,6085,11/1/2013,11/4/2013,Complete
Klebsiella oxytoca E718,PRJNA170256,Proteobacteria,Gammaproteobacteria,6.56168,55.5213,NC_018106.1,CP003683.1,"NC_021501.1,NC_018107.1","JQ314407.1,CP003684.1",-,3,6170,6023,7/9/2012,7/7/2013,Complete
Rhizobium etli CIAT 652,PRJNA59115,Proteobacteria,Alphaproteobacteria,6.44805,61.3371,NC_010994.1,CP001074.1,"NC_010998.1,NC_010996.1,NC_010997.1","CP001075.1,CP001076.1,CP001077.1",-,4,6171,6056,6/19/2008,1/30/2014,Complete
Pseudomonas brassicacearum subsp. brassicacearum NFM421,PRJNA66303,Proteobacteria,Gammaproteobacteria,6.84325,60.8,NC_015379.1,CP002585.1,-,-,-,1,6176,6095,4/1/2011,1/30/2014,Complete
Burkholderia pseudomallei NCTC 13178,PRJNA178668,Proteobacteria,Betaproteobacteria,7.39136,67.9365,-,"CP004001.1,CP004002.1",-,-,-,2,6180,6084,12/26/2013,1/6/2014,Complete
Pseudomonas aeruginosa MTB-1,PRJNA231150,Proteobacteria,Gammaproteobacteria,6.58004,66.2,NC_023019.1,CP006853.1,-,-,-,1,6186,6078,12/5/2013,12/11/2013,Complete
Burkholderia pseudomallei MSHR305,PRJNA213227,Proteobacteria,Betaproteobacteria,7.42807,67.8908,"NC_021877.1,NC_021884.1","CP006469.1,CP006470.1",-,-,-,2,6188,6105,7/24/2013,11/26/2013,Complete
Burkholderia sp. CCGE1003,PRJNA46253,Proteobacteria,Betaproteobacteria,7.04359,63.2315,"NC_014540.1,NC_014539.1","CP002218.1,CP002217.1",-,-,-,2,6189,5988,9/23/2010,7/6/2013,Complete
Pseudomonas protegens CHA0,PRJNA203393,Proteobacteria,Gammaproteobacteria,6.86798,63.4,NC_021237.1,CP003190.1,-,-,-,1,6199,6115,5/16/2013,1/30/2014,Complete
Nostoc sp. PCC 7120,PRJNA57803,Cyanobacteria,Nostocales,7.21179,41.2243,NC_003272.1,BA000019.2,"NC_003241.1,NC_003273.1,NC_003267.1,NC_003270.1,NC_003276.1,NC_003240.1","AP003606.1,AP003604.1,AP003603.1,AP003605.1,BA000020.2,AP003602.1",-,7,6213,6129,11/28/2001,5/23/2013,Complete
Vibrio campbellii ATCC BAA-1116,PRJNA58957,Proteobacteria,Gammaproteobacteria,6.05838,45.4023,"NC_009784.1,NC_009783.1","CP000790.1,CP000789.1",NC_009777.1,CP000791.1,-,3,6239,6041,8/28/2007,6/7/2013,Complete
Calothrix sp. PCC 7507,PRJNA182930,Cyanobacteria,Nostocales,7.02322,42.2,NC_019682.1,CP003943.1,-,-,-,1,6250,5950,12/4/2012,7/22/2013,Complete
Anabaena cylindrica PCC 7122,PRJNA183339,Cyanobacteria,Nostocales,7.06328,38.7952,NC_019771.1,CP003659.1,"NC_019773.1,NC_019775.1,NC_019772.1,NC_019774.1,NC_020056.1,NC_020157.1","CP003662.1,CP003665.1,CP003660.1,CP003663.1,CP003664.1,CP003661.1",-,7,6258,5838,12/7/2012,7/17/2013,Complete
Burkholderia pseudomallei 1026b,PRJNA162511,Proteobacteria,Betaproteobacteria,7.23142,68.1604,"NC_017832.1,NC_017831.1","CP002834.1,CP002833.1",-,-,-,2,6262,6070,4/30/2012,6/11/2013,Complete
Pseudomonas protegens Pf-5,PRJNA57937,Proteobacteria,Gammaproteobacteria,7.07489,63.3,NC_004129.6,CP000076.1,-,-,-,1,6273,6108,8/21/2002,6/27/2013,Complete
Paenibacillus polymyxa SC2,PRJNA59583,Firmicutes,Bacilli,6.24193,44.5789,NC_014622.1,CP002213.1,NC_014628.1,CP002214.1,-,2,6286,6032,10/19/2010,7/6/2013,Complete
Sinorhizobium meliloti 1021,PRJNA57603,Proteobacteria,Alphaproteobacteria,6.69169,62.1591,NC_003047.1,AL591688.1,"NC_003037.1,NC_003078.1","AE006469.1,AL591985.1",-,3,6292,6218,3/29/2001,6/27/2013,Complete
Burkholderia glumae BGR1,PRJNA59397,Proteobacteria,Betaproteobacteria,7.28464,67.9346,"NC_012721.2,NC_012724.2","CP001504.2,CP001503.2","NC_012725.2,NC_012718.1,NC_012720.2,NC_012723.1","CP001508.2,CP001506.1,CP001507.2,CP001505.1",-,6,6302,5773,5/22/2009,1/30/2014,Complete
Burkholderia multivorans ATCC 17616,PRJNA58909,Proteobacteria,Betaproteobacteria,7.00881,66.6924,"NC_010801.1,NC_010804.1,NC_010805.1","AP009387.1,AP009385.1,AP009386.1",NC_010802.1,AP009388.1,-,4,6306,6111,6/3/2008,6/10/2013,Complete
Micromonospora sp. L5,PRJNA45895,Actinobacteria,Actinobacteria,6.96253,72.8,NC_014815.1,CP002399.1,-,-,-,1,6326,6150,12/22/2010,11/8/2013,Complete
Bacillus thuringiensis serovar kurstaki str. HD73,PRJNA189188,Firmicutes,Bacilli,5.90857,35.1904,NC_020238.1,CP004069.1,"NC_020241.1,NC_020242.1,NC_020243.1,NC_020250.1,NC_020240.1,NC_020249.1,NC_020239.1","CP004074.1,CP004075.1,CP004076.1,CP004073.1,CP004072.1,CP004070.1,CP004071.1",-,8,6334,6194,2/8/2013,6/10/2013,Complete
Mycobacterium rhodesiae NBB3,PRJNA75107,Actinobacteria,Actinobacteria,6.41574,65.5,NC_016604.1,CP003169.1,-,-,-,1,6336,6147,12/12/2011,7/22/2013,Complete
Methylobacterium extorquens AM1,PRJNA57605,Proteobacteria,Alphaproteobacteria,6.87978,68.4674,NC_012808.1,CP001510.1,"NC_012810.1,NC_012807.1,NC_012809.1,NC_012811.1","CP001514.1,CP001512.1,CP001513.1,CP001511.1",-,5,6338,6205,6/17/2009,6/8/2013,Complete
Azospirillum lipoferum 4B,PRJNA82343,Proteobacteria,Alphaproteobacteria,6.8464,67.6703,NC_016622.1,FQ311868.1,"NC_016588.1,NC_016585.1,NC_016623.1,NC_016624.1,NC_016586.1,NC_016587.1","FQ311874.1,FQ311869.1,FQ311871.1,FQ311873.1,FQ311870.1,FQ311872.1",-,7,6348,6093,11/16/2011,6/11/2013,Complete
Pseudomonas aeruginosa NCGM2.S1,PRJDA162173,Proteobacteria,Gammaproteobacteria,6.76466,66.1,NC_017549.1,AP012280.1,-,-,-,1,6357,6268,9/30/2011,8/28/2013,Complete
Micromonospora aurantiaca ATCC 27029,PRJNA42501,Actinobacteria,Actinobacteria,7.02556,72.8,NC_014391.1,CP002162.1,-,-,-,1,6361,6222,8/11/2010,1/6/2014,Complete
Microcystis aeruginosa NIES-843,PRJNA59101,Cyanobacteria,Oscillatoriophycideae,5.84279,42.3,NC_010296.1,AP009552.1,-,-,-,1,6364,6312,1/25/2008,6/10/2013,Complete
Pseudomonas aeruginosa PA7,PRJNA58627,Proteobacteria,Gammaproteobacteria,6.58834,66.4,NC_009656.1,CP000744.1,-,-,-,1,6369,6286,7/5/2007,6/10/2013,Complete
Burkholderia multivorans ATCC 17616,PRJNA58697,Proteobacteria,Betaproteobacteria,7.00862,66.6924,"NC_010086.1,NC_010084.1,NC_010087.1","CP000869.1,CP000868.1,CP000870.1",NC_010070.1,CP000871.1,-,4,6372,6258,11/15/2007,12/11/2013,Complete
Pseudomonas aeruginosa SCV20265,PRJNA232358,Proteobacteria,Gammaproteobacteria,6.72518,66.3,NC_023149.1,CP006931.1,-,-,-,1,6380,6299,12/18/2013,12/20/2013,Complete
Bacillus thuringiensis serovar chinensis CT-43,PRJNA158151,Firmicutes,Bacilli,6.15115,35.1212,NC_017208.1,CP001907.1,"NC_017210.1,NC_017203.1,NC_017204.1,NC_017205.1,NC_017207.1,NC_017211.1,NC_017209.1,NC_017206.1,NC_017212.1,NC_017202.1","CP001912.1,CP001910.1,CP001911.1,CP001913.1,CP001916.1,CP001914.1,CP001909.1,CP001915.1,CP001917.1,CP001908.1",-,11,6380,6206,3/28/2011,1/30/2014,Complete
Pseudomonas sp. TKP,PRJNA232248,Proteobacteria,Gammaproteobacteria,7.01267,60.5,NC_023064.1,CP006852.1,-,-,-,1,6413,6297,12/16/2013,12/19/2013,Complete
Paenibacillus sp. JDR-2,PRJNA59021,Firmicutes,Bacilli,7.18493,50.3,NC_012914.1,CP001656.1,-,-,-,1,6414,6213,7/2/2009,12/11/2013,Complete
Burkholderia pseudomallei 1710b,PRJNA58391,Proteobacteria,Betaproteobacteria,7.30805,67.9918,"NC_007435.1,NC_007434.1","CP000125.1,CP000124.1",-,-,-,2,6419,6344,9/30/2005,6/10/2013,Complete
Azospirillum sp. B510,PRJNA46085,Proteobacteria,Alphaproteobacteria,7.59974,67.6272,NC_013854.1,AP010946.1,"NC_013857.1,NC_013860.1,NC_013856.1,NC_013855.1,NC_013858.1,NC_013859.1","AP010949.1,AP010952.1,AP010948.1,AP010947.1,AP010950.1,AP010951.1",-,7,6420,6309,2/17/2010,6/10/2013,Complete
Chamaesiphon minutus PCC 6605,PRJNA158825,Cyanobacteria,Oscillatoriophycideae,6.76176,45.6454,-,-,-,-,-,3,6426,5945,12/5/2012,7/22/2013,Complete
Chamaesiphon minutus PCC 6605,PRJNA183005,Cyanobacteria,Oscillatoriophycideae,6.76176,45.6454,NC_019697.1,CP003600.1,"NC_019698.1,NC_020053.1","CP003602.1,CP003601.1",-,3,6426,5945,12/5/2012,7/22/2013,Complete
Paenibacillus sp. Y412MC10,PRJNA41127,Firmicutes,Bacilli,7.12167,51.2,NC_013406.1,CP001793.1,-,-,-,1,6444,6238,10/14/2009,12/11/2013,Complete
Achromobacter xylosoxidans,PRJNA205255,Proteobacteria,Betaproteobacteria,6.91667,67.3,NC_021285.1,HE798385.1,-,-,-,-,6446,6388,5/22/2013,11/14/2013,Complete
Variovorax paradoxus S110,PRJNA59437,Proteobacteria,Betaproteobacteria,6.755,67.4998,"NC_012791.1,NC_012792.1","CP001635.1,CP001636.1",-,-,-,2,6453,6279,6/11/2009,1/28/2014,Complete
Sinorhizobium fredii NGR234,PRJNA59081,Proteobacteria,Alphaproteobacteria,6.8919,62.4031,NC_012587.1,CP001389.1,"NC_012586.1,NC_000914.2","CP000874.1,U00090.2",-,3,6472,6362,11/22/1996,1/30/2014,Complete
Pseudomonas putida H8234,PRJNA208673,Proteobacteria,Gammaproteobacteria,6.87083,61.6,NC_021491.1,CP005976.1,-,-,-,1,6482,6357,6/11/2013,7/25/2013,Complete
Pseudomonas putida ND6,PRJNA167583,Proteobacteria,Gammaproteobacteria,6.20245,61.6482,NC_017986.1,CP003588.1,"NC_018746.1,NC_005244.2","CP003589.1,AY208917.2",-,2,6484,6391,9/9/2003,5/23/2013,Complete
Rhizobium tropici CIAT 899,PRJNA185179,Proteobacteria,Alphaproteobacteria,6.68633,59.5131,NC_020059.1,CP004015.1,"NC_020060.1,NC_020061.1,NC_020062.1","CP004016.1,CP004017.1,CP004018.1",-,4,6494,6287,1/3/2013,6/11/2013,Complete
Rhodococcus erythropolis PR4,PRJNA59019,Actinobacteria,Actinobacteria,6.89554,62.2948,NC_012490.1,AP008957.1,"NC_007486.1,NC_007491.1,NC_007487.1","AP008932.1,AP008931.1,AP008933.1",-,4,6511,6437,10/5/2005,5/23/2013,Complete
Mesorhizobium ciceri biovar biserrulae WSM1271,PRJNA62101,Proteobacteria,Alphaproteobacteria,6.69003,62.5728,NC_014923.1,CP002447.1,NC_014918.1,CP002448.1,-,2,6532,6264,1/7/2011,7/6/2013,Complete
Stackebrandtia nassauensis DSM 44728,PRJNA46663,Actinobacteria,Actinobacteria,6.84156,68.1,NC_013947.1,CP001778.1,-,-,-,1,6542,6379,3/5/2010,1/28/2014,Complete
